# Created by Octave 3.0.5, Wed Jan 27 15:54:50 2010 JST <tkurita@IGAGURI.local>
# name: IP_140L_Torr_A
# type: matrix
# rows: 138
# columns: 2
 9.091839999999999e-06 7.655470000000001e-09
 1.02028e-05 8.47212e-09
 1.13193e-05 9.37704e-09
 1.36131e-05 1.11037e-08
 1.52781e-05 1.2429e-08
 1.77526e-05 1.45562e-08
 2.04107e-05 1.65845e-08
 2.17767e-05 1.76683e-08
 2.34647e-05 1.88209e-08
 2.50328e-05 1.98544e-08
 2.69769e-05 2.14644e-08
 3.10148e-05 2.44791e-08
 3.30859e-05 2.56965e-08
 3.51279e-05 2.75123e-08
 3.74704e-05 2.85977e-08
 4.03822e-05 3.10691e-08
 4.28687e-05 3.2777e-08
 4.57357e-05 3.47475e-08
 4.87899e-05 3.64757e-08
 5.17964e-05 3.86706e-08
 5.5819e-05 4.18062e-08
 6.07399e-05 4.43102e-08
 6.4805e-05 4.72059e-08
 6.98379e-05 5.10336e-08
 7.67663e-05 5.54322e-08
 8.23131e-05 5.9343e-08
 8.7826e-05 6.35331e-08
 9.462940000000001e-05 6.73456e-08
 0.000101969 7.20931e-08
 0.000109342 7.75602e-08
 0.000117227 8.1815e-08
 0.000127561 8.67153e-08
 0.000136104 9.283810000000001e-08
 0.00014887 1.00845e-07
 0.000161994 1.06885e-07
 0.000171985 1.13876e-07
 0.000185307 1.2071e-07
 0.000198697 1.29226e-07
 0.000209883 1.35667e-07
 0.000222816 1.43831e-07
 0.000238894 1.5247e-07
 0.000249864 1.60087e-07
 0.000265249 1.68887e-07
 0.000281581 1.7817e-07
 0.000298974 1.91702e-07
 0.000317383 2.0224e-07
 0.000338593 2.13346e-07
 0.000366645 2.27252e-07
 0.000401034 2.46852e-07
 0.000429971 2.61679e-07
 0.000460997 2.77396e-07
 0.000499281 3.01353e-07
 0.00054062 3.19419e-07
 0.00057963 3.38604e-07
 0.00062154 3.64282e-07
 0.000666481 3.91907e-07
 0.000721763 4.21582e-07
 0.00077771 4.49085e-07
 0.000842218 4.8309e-07
 0.000902991 5.12106e-07
 0.000973074 5.50912e-07
 0.00104329 5.84002e-07
 0.00110763 6.22199e-07
 0.00121141 6.69242e-07
 0.00133165 7.30511e-07
 0.0014278 7.78209e-07
 0.00153104 8.37224e-07
 0.00166616 8.96148e-07
 0.00178655 9.59373e-07
 0.00205369 1.07808e-06
 0.00219103 1.14289e-06
 0.00233778 1.22359e-06
 0.00248172 1.29085e-06
 0.00263453 1.36181e-06
 0.00276927 1.43682e-06
 0.00305921 1.56828e-06
 0.00324743 1.64636e-06
 0.00344785 1.7627e-06
 0.00365982 1.84138e-06
 0.00390475 1.96171e-06
 0.0041657 2.06944e-06
 0.00448922 2.23724e-06
 0.0049096 2.39457e-06
 0.00531635 2.55066e-06
 0.00573028 2.81231e-06
 0.00623545 2.98075e-06
 0.00671847 3.15962e-06
 0.00723991 3.39905e-06
 0.00768605 3.60359e-06
 0.008240290000000001 3.80128e-06
 0.00874727 3.99054e-06
 0.009424449999999999 4.20923e-06
 0.0103084 4.57226e-06
 0.0112753 4.96661e-06
 0.0121487 5.26464e-06
 0.0129618 5.60869e-06
 0.0138983 6.00439e-06
 0.0150505 6.42733e-06
 0.0162208 7.01723e-06
 0.0176524 7.51111e-06
 0.0196959 8.27856e-06
 0.0212255 8.94984e-06
 0.0229871 9.67503e-06
 0.0253962 1.06647e-05
 0.0279195 1.17562e-05
 0.0305409 1.28965e-05
 0.0329128 1.39422e-05
 0.0351107 1.46356e-05
 0.0372759 1.55929e-05
 0.0399712 1.67754e-05
 0.0428632 1.81366e-05
 0.0468985 2.03915e-05
 0.0513066 2.25907e-05
 0.0550163 2.43038e-05
 0.0598828 2.65317e-05
 0.06421259999999999 2.85437e-05
 0.06954829999999999 3.11618e-05
 0.07533769999999999 3.45262e-05
 0.0816016 3.78791e-05
 0.0875018 4.07516e-05
 0.09383710000000001 4.42757e-05
 0.102142 4.85728e-05
 0.113426 5.46032e-05
 0.132416 6.57267e-05
 0.145612 7.46256e-05
 0.160901 8.38949e-05
 0.175174 9.386729999999999e-05
 0.194534 0.000106042
 0.209719 0.000119245
 0.231729 0.000133398
 0.261287 0.000157501
 0.280205 0.000171121
 0.297567 0.000187779
 0.315961 0.000203037
 0.335492 0.000219536
 0.363436 0.000244438
 0.387901 0.000270872
 0.416023 0.000297208
